video,Sentiment Score,C-Label,S-Label
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video106,0.5,Audience Reaction,Neutral
video48,0.456,Game Experience,Neutral
video82,0.25,Social Interaction,Negative
video3,0.5,Information Share,Neutral
video19,0.925,Game Experience,Highly Positive
video16,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video117,0.75,Audience Reaction,Positive
video16,0.75,Social Interaction,Positive
video96,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Feedback,Neutral
video92,0.25,Audience Reaction,Negative
video3,0.85,Game Experience,Highly Positive
video4,0.85,Audience Reaction,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.5,Audience Reaction,Neutral
video67,0.753,Game Plot,Positive
video55,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video106,0.35,Game Experience,Negative
video47,0.45,Game Experience,Neutral
video82,0.5,Game Design,Neutral
video4,0.5,Game Design,Neutral
video3,0.75,Social Interaction,Positive
video54,0.75,Audience Feedback,Positive
video84,0.35,Audience Reaction,Negative
video121,0.85,Social Interaction,Highly Positive
video82,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video23,0.85,Social Interaction,Highly Positive
video8,0.85,Social Interaction,Highly Positive
video39,0.9,Audience Reaction,Highly Positive
video50,0.95,Information Share,Highly Positive
video53,0.15,Audience Feedback,Highly Negative
video82,0.5,Social Interaction,Neutral
video47,0.5,Game Design,Neutral
video82,0.5,Audience Anticipation,Neutral
video19,0.95,Audience Reaction,Highly Positive
video2,0.95,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video3,0.85,Audience Anticipation,Highly Positive
video3,0.25,Audience Reaction,Negative
video3,0.925,Audience Feedback,Highly Positive
video8,0.5,Information Share,Neutral
video82,0.45,Social Interaction,Neutral
video59,0.25,Audience Feedback,Negative
video82,0.25,Social Interaction,Negative
video80,0.5,Game Requirement,Neutral
video4,0.875,Social Interaction,Highly Positive
video80,0.5,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video106,0.65,Progress and Updates,Positive
video80,0.456,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video54,0.5,Social Interaction,Neutral
video82,0.65,Social Interaction,Positive
video107,0.75,Audience Reaction,Positive
video82,0.652,Audience Feedback,Positive
video85,0.5,Information Share,Neutral
video82,0.65,Game Design,Positive
video16,0.5,Game Design,Neutral
video59,0.5,Game Design,Neutral
video97,0.925,Game Design,Highly Positive
video2,0.925,Game Plot,Highly Positive
video3,0.85,Game Design,Highly Positive
video117,0.45,Audience Reaction,Neutral
video4,0.85,Audience Reaction,Highly Positive
video3,0.925,Game Plot,Highly Positive
video82,0.5,Audience Reaction,Neutral
video3,0.5,Game Requirement,Neutral
video82,0.25,Audience Reaction,Negative
video92,0.5,Audience Reaction,Neutral
video65,0.25,Game Experience,Negative
video81,0.85,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video50,0.5,Social Interaction,Neutral
video82,0.5,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video8,0.25,Game Design,Negative
video60,0.25,Audience Feedback,Negative
video91,0.85,Audience Reaction,Highly Positive
video20,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video53,0.35,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video15,0.5,Information Share,Neutral
video51,0.45,Social Interaction,Neutral
video82,0.65,Audience Reaction,Positive
video8,0.85,Game Experience,Highly Positive
video64,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.75,Game Design,Positive
video19,0.75,Audience Reaction,Positive
video106,0.925,Game Design,Highly Positive
video82,0.25,Audience Reaction,Negative
video82,0.925,Game Plot,Highly Positive
video82,0.25,Audience Reaction,Negative
video82,0.75,Audience Reaction,Positive
video111,0.985,Audience Anticipation,Highly Positive
video8,0.85,Audience Anticipation,Highly Positive
video47,0.5,Game Design,Neutral
video7,0.45,Audience Reaction,Neutral
video81,0.85,Game Plot,Highly Positive
video82,0.75,Game Plot,Positive
video3,0.65,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video69,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.5,Game Plot,Neutral
video75,0.925,Audience Anticipation,Highly Positive
video111,0.15,Audience Reaction,Highly Negative
video85,0.5,Audience Reaction,Neutral
video3,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video82,0.25,Social Interaction,Negative
video106,0.925,Audience Feedback,Highly Positive
video82,0.925,Game Experience,Highly Positive
video82,0.25,Audience Reaction,Negative
video82,0.5,Game Design,Neutral
video2,0.5,Social Interaction,Neutral
video5,0.0,Audience Reaction,Highly Negative
video19,0.5,Game Design,Neutral
video102,0.5,Social Interaction,Neutral
video82,0.15,Audience Reaction,Highly Negative
video47,0.25,Audience Reaction,Negative
video82,0.55,Game Plot,Neutral
video47,0.35,Game Experience,Negative
video82,0.456,Audience Reaction,Neutral
video50,0.85,Audience Anticipation,Highly Positive
video60,0.254,Audience Reaction,Negative
video47,0.25,Audience Reaction,Negative
video8,0.95,Audience Reaction,Highly Positive
video4,0.75,Audience Reaction,Positive
video75,0.85,Game Plot,Highly Positive
video8,0.85,Game Design,Highly Positive
video55,0.925,Audience Reaction,Highly Positive
video3,0.0,Audience Feedback,Highly Negative
video82,0.85,Game Design,Highly Positive
video21,0.85,Social Interaction,Highly Positive
video87,0.75,Game Experience,Positive
video3,0.85,Information Share,Highly Positive
video92,0.65,Social Interaction,Positive
video82,0.875,Audience Reaction,Highly Positive
video53,0.75,Audience Anticipation,Positive
video113,0.25,Audience Feedback,Negative
video51,0.75,Social Interaction,Positive
video23,0.45,Social Interaction,Neutral
video4,0.25,Game Design,Negative
video82,0.5,Social Interaction,Neutral
video82,0.45,Audience Reaction,Neutral
video48,0.85,Audience Reaction,Highly Positive
video3,0.75,Social Interaction,Positive
video82,0.5,Social Interaction,Neutral
video106,0.5,Audience Reaction,Neutral
video82,0.25,Game Experience,Negative
video82,0.25,Audience Reaction,Negative
video53,0.453,Audience Reaction,Neutral
video4,0.925,Game Requirement,Highly Positive
video50,0.852,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video3,0.925,Audience Reaction,Highly Positive
video2,1.0,Audience Feedback,Highly Positive
video13,0.0,Game Requirement,Highly Negative
video67,0.654,Game Plot,Positive
video88,0.5,Social Interaction,Neutral
video82,0.85,Audience Anticipation,Highly Positive
video48,0.15,Audience Reaction,Highly Negative
video82,0.5,Social Interaction,Neutral
video82,0.85,Audience Reaction,Highly Positive
video97,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.357,Audience Reaction,Negative
video111,0.985,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video51,0.75,Game Plot,Positive
video112,0.5,Game Experience,Neutral
video55,0.85,Game Design,Highly Positive
video106,0.25,Audience Feedback,Negative
video117,0.85,Audience Reaction,Highly Positive
video83,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video4,0.85,Audience Anticipation,Highly Positive
video82,0.25,Social Interaction,Negative
video47,0.35,Game Experience,Negative
video87,0.5,Social Interaction,Neutral
video85,0.5,Game Design,Neutral
video82,0.35,Game Plot,Negative
video87,0.456,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video3,0.75,Game Requirement,Positive
video91,0.5,Social Interaction,Neutral
video4,0.85,Game Plot,Highly Positive
video82,0.65,Game Experience,Positive
video82,0.35,Game Experience,Negative
video73,0.65,Audience Reaction,Positive
video82,0.65,Game Plot,Positive
video2,0.5,Game Design,Neutral
video117,0.9,Information Share,Highly Positive
video42,0.85,Social Interaction,Highly Positive
video82,0.45,Audience Reaction,Neutral
video21,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video47,0.75,Audience Reaction,Positive
video4,0.75,Audience Reaction,Positive
video14,0.5,Audience Anticipation,Neutral
video41,0.75,Game Design,Positive
video9,0.85,Audience Reaction,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.5,Social Interaction,Neutral
video92,0.25,Social Interaction,Negative
video63,0.85,Audience Reaction,Highly Positive
video81,0.925,Game Plot,Highly Positive
video23,0.5,Game Design,Neutral
video3,0.35,Audience Reaction,Negative
video8,0.995,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video21,0.25,Audience Feedback,Negative
video82,0.5,Audience Reaction,Neutral
video45,0.85,Audience Anticipation,Highly Positive
video16,0.85,Game Design,Highly Positive
video104,0.75,Game Design,Positive
video111,0.25,Audience Feedback,Negative
video59,0.253,Audience Reaction,Negative
video2,0.385,Audience Feedback,Negative
video109,0.35,Game Experience,Negative
video4,0.75,Social Interaction,Positive
video82,0.75,Game Design,Positive
video8,0.75,Game Requirement,Positive
video25,0.5,Audience Reaction,Neutral
video23,0.5,Audience Reaction,Neutral
video45,0.95,Game Design,Highly Positive
video42,0.95,Audience Reaction,Highly Positive
video23,0.75,Game Experience,Positive
video82,0.75,Social Interaction,Positive
video53,0.25,Game Experience,Negative
video3,0.35,Audience Reaction,Negative
video59,0.85,Audience Reaction,Highly Positive
video10,0.25,Social Interaction,Negative
video58,0.925,Audience Reaction,Highly Positive
video60,0.25,Game Experience,Negative
video2,0.85,Social Interaction,Highly Positive
video60,0.5,Social Interaction,Neutral
video82,0.85,Game Plot,Highly Positive
video85,0.75,Game Design,Positive
video4,0.25,Audience Feedback,Negative
video8,0.925,Social Interaction,Highly Positive
video45,0.85,Audience Reaction,Highly Positive
video4,0.5,Game Experience,Neutral
video82,0.5,Audience Anticipation,Neutral
video23,0.5,Social Interaction,Neutral
video82,0.75,Game Plot,Positive
video51,0.45,Audience Reaction,Neutral
video71,0.5,Audience Reaction,Neutral
video3,0.0,Information Share,Highly Negative
video82,0.5,Social Interaction,Neutral
video60,0.0,Audience Reaction,Highly Negative
video23,0.85,Audience Reaction,Highly Positive
video25,0.25,Audience Reaction,Negative
video47,0.25,Audience Reaction,Negative
video3,0.25,Game Design,Negative
video49,0.25,Audience Reaction,Negative
video82,0.75,Game Plot,Positive
video3,0.5,Game Design,Neutral
video44,0.15,Audience Reaction,Highly Negative
video54,0.35,Game Experience,Negative
video84,0.65,Audience Feedback,Positive
video8,0.456,Social Interaction,Neutral
video3,0.5,Audience Reaction,Neutral
video3,0.25,Audience Reaction,Negative
video82,0.25,Social Interaction,Negative
video82,0.5,Audience Reaction,Neutral
video82,0.75,Game Plot,Positive
video82,0.75,Game Plot,Positive
video106,0.25,Audience Feedback,Negative
video60,0.75,Audience Reaction,Positive
video60,0.65,Audience Reaction,Positive
video51,0.925,Game Design,Highly Positive
video82,0.25,Audience Feedback,Negative
video61,0.75,Audience Reaction,Positive
video82,0.5,Game Experience,Neutral
video16,0.925,Game Design,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.5,Audience Reaction,Neutral
video75,0.456,Game Plot,Neutral
video60,0.75,Game Experience,Positive
video51,0.75,Audience Feedback,Positive
video3,0.752,Game Plot,Positive
video4,0.5,Information Share,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.5,Audience Reaction,Neutral
video72,0.15,Audience Reaction,Highly Negative
video92,0.25,Game Experience,Negative
video19,0.75,Information Share,Positive
video7,0.95,Audience Reaction,Highly Positive
video23,0.925,Game Design,Highly Positive
video82,0.75,Game Design,Positive
video2,0.85,Game Plot,Highly Positive
video86,0.5,Social Interaction,Neutral
video82,0.0,Social Interaction,Highly Negative
video47,0.85,Audience Reaction,Highly Positive
video82,0.85,Audience Anticipation,Highly Positive
video39,0.85,Audience Anticipation,Highly Positive
video4,0.75,Audience Reaction,Positive
video82,0.5,Game Plot,Neutral
video82,0.65,Audience Reaction,Positive
video82,0.5,Audience Reaction,Neutral
video47,0.456,Social Interaction,Neutral
video104,0.0,Social Interaction,Highly Negative
video3,0.925,Information Share,Highly Positive
video76,0.852,Audience Reaction,Highly Positive
video42,0.95,Social Interaction,Highly Positive
video82,0.925,Game Design,Highly Positive
video23,0.5,Information Share,Neutral
video111,0.5,Game Requirement,Neutral
video2,0.925,Information Share,Highly Positive
video98,0.25,Game Experience,Negative
video117,0.925,Social Interaction,Highly Positive
video82,0.15,Social Interaction,Highly Negative
video91,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video59,0.5,Audience Reaction,Neutral
video97,0.25,Audience Reaction,Negative
video82,0.456,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video2,0.5,Audience Reaction,Neutral
video4,0.5,Audience Anticipation,Neutral
video87,0.456,Audience Reaction,Neutral
video47,0.456,Audience Reaction,Neutral
video82,0.852,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video50,0.65,Game Design,Positive
video60,0.85,Audience Reaction,Highly Positive
video51,0.5,Game Plot,Neutral
video82,0.85,Audience Anticipation,Highly Positive
video24,0.75,Game Design,Positive
video19,0.925,Audience Reaction,Highly Positive
video13,0.85,Audience Anticipation,Highly Positive
video23,0.5,Information Share,Neutral
video53,0.5,Information Share,Neutral
video38,0.5,Social Interaction,Neutral
video117,0.5,Audience Anticipation,Neutral
video13,0.25,Audience Feedback,Negative
video82,0.25,Audience Reaction,Negative
video82,0.052,Social Interaction,Highly Negative
video91,0.25,Social Interaction,Negative
video82,0.5,Social Interaction,Neutral
video3,0.95,Audience Anticipation,Highly Positive
video20,0.25,Game Experience,Negative
video82,0.75,Game Plot,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.25,Game Experience,Negative
video82,0.45,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video106,0.5,Game Design,Neutral
video100,0.925,Audience Reaction,Highly Positive
video82,0.5,Game Plot,Neutral
video82,0.35,Social Interaction,Negative
video82,0.456,Audience Reaction,Neutral
video2,0.95,Audience Reaction,Highly Positive
video76,0.75,Audience Anticipation,Positive
video60,0.35,Audience Reaction,Negative
video98,0.25,Game Experience,Negative
video3,0.75,Audience Reaction,Positive
video4,0.25,Audience Reaction,Negative
video82,0.75,Social Interaction,Positive
video87,0.75,Audience Reaction,Positive
video73,0.5,Audience Reaction,Neutral
video82,0.75,Audience Anticipation,Positive
video82,0.5,Audience Anticipation,Neutral
video19,1.0,Audience Reaction,Highly Positive
video3,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video54,0.35,Game Experience,Negative
video82,0.85,Audience Anticipation,Highly Positive
video82,0.65,Social Interaction,Positive
video3,0.35,Social Interaction,Negative
video82,0.85,Audience Reaction,Highly Positive
video13,0.5,Audience Feedback,Neutral
video106,0.5,Social Interaction,Neutral
video47,0.15,Audience Feedback,Highly Negative
video83,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video20,0.85,Game Plot,Highly Positive
video3,0.925,Game Plot,Highly Positive
