video,Sentiment Score,C-Label,IP,S-Label
video80,0.5,Social Interaction,Hubei,Neutral
video80,0.5,Social Interaction,Anhui,Neutral
video64,0.85,Audience Reaction,Anhui,Highly Positive
video75,0.0,Audience Reaction,Guangdong,Highly Negative
video75,0.925,Game Plot,Zhejiang,Highly Positive
video6,0.5,Audience Reaction,Shandong,Neutral
video81,0.5,Social Interaction,Guangdong,Neutral
video36,0.925,Audience Reaction,Jiangsu,Highly Positive
video50,0.357,Game Plot,Chongqing,Negative
video80,0.45,Game Requirement,Anhui,Neutral
video80,0.55,Social Interaction,Guangdong,Neutral
video54,0.5,Social Interaction,Zhejiang,Neutral
video56,0.888,Audience Reaction,Jiangsu,Highly Positive
video82,0.925,Audience Reaction,Yunnan,Highly Positive
video47,0.925,Audience Reaction,Guangdong,Highly Positive
video34,0.95,Audience Reaction,Shanxi,Highly Positive
video6,0.5,Social Interaction,Beijing,Neutral
video67,0.65,Game Experience,Zhejiang,Positive
video50,0.45,Social Interaction,Beijing,Neutral
video80,0.45,Social Interaction,Shaanxi,Neutral
video59,0.85,Game Plot,Anhui,Highly Positive
video80,0.75,Social Interaction,Guangdong,Positive
video80,0.65,Game Experience,Shaanxi,Positive
video47,0.925,Game Design,Zhejiang,Highly Positive
video56,0.456,Audience Reaction,Guangdong,Neutral
video11,0.95,Audience Reaction,Shandong,Highly Positive
video89,0.75,Game Experience,Shanxi,Positive
video80,0.75,Audience Reaction,Taiwan,Positive
video55,0.5,Game Experience,Zhejiang,Neutral
video17,0.875,Audience Reaction,Tibet,Highly Positive
video14,0.75,Social Interaction,Henan,Positive
video80,0.15,Social Interaction,Zhejiang,Highly Negative
video81,0.5,Game Design,Guangdong,Neutral
video14,0.85,Audience Reaction,Sichuan,Highly Positive
video80,0.5,Social Interaction,Jiangsu,Neutral
video27,0.95,Progress and Updates,Shaanxi,Highly Positive
video56,0.852,Audience Reaction,Hebei,Highly Positive
video80,0.925,Social Interaction,Guangdong,Highly Positive
video6,0.85,Audience Reaction,Chongqing,Highly Positive
video11,0.75,Social Interaction,Anhui,Positive
video81,0.45,Audience Reaction,Unknown,Neutral
video42,0.5,Audience Reaction,Unknown,Neutral
video60,0.25,Audience Feedback,Anhui,Negative
video60,0.85,Game Plot,Jiangsu,Highly Positive
video56,0.45,Audience Reaction,Jiangsu,Neutral
video80,0.652,Game Experience,Jiangxi,Positive
video6,0.75,Audience Reaction,Liaoning,Positive
video15,0.25,Game Experience,Sichuan,Negative
video59,0.153,Audience Reaction,Liaoning,Highly Negative
video82,0.5,Social Interaction,Shanghai,Neutral
video14,0.95,Social Interaction,Hebei,Highly Positive
video65,0.925,Audience Reaction,Gansu,Highly Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video26,0.65,Audience Reaction,Xinjiang,Positive
video56,0.75,Social Interaction,Jiangxi,Positive
video47,0.25,Game Design,Sichuan,Negative
video3,0.35,Game Experience,Guangxi,Negative
video21,0.925,Audience Reaction,Shandong,Highly Positive
video84,0.654,Game Experience,Guangdong,Positive
video62,0.5,Game Experience,Jiangsu,Neutral
video28,0.95,Social Interaction,Ningxia,Highly Positive
video14,0.99,Audience Reaction,Zhejiang,Highly Positive
video50,0.456,Audience Reaction,Tianjin,Neutral
video50,0.85,Audience Reaction,Guangdong,Highly Positive
video81,0.85,Game Experience,Jiangsu,Highly Positive
video17,0.925,Game Experience,Zhejiang,Highly Positive
video50,0.25,Game Plot,Guangdong,Negative
video6,0.5,Social Interaction,Beijing,Neutral
video6,0.75,Game Design,Anhui,Positive
video48,0.45,Social Interaction,Guangxi,Neutral
video6,0.5,Game Plot,Beijing,Neutral
video80,0.75,Game Design,Guangdong,Positive
video80,0.75,Social Interaction,Guangdong,Positive
video64,0.15,Audience Reaction,Jiangsu,Highly Negative
video67,0.925,Audience Reaction,Guangxi,Highly Positive
video67,0.5,Game Plot,Sichuan,Neutral
video14,0.789,Game Design,Shandong,Positive
video10,0.85,Social Interaction,Hunan,Highly Positive
video6,0.5,Social Interaction,Heilongjiang,Neutral
video82,0.35,Game Experience,Jiangsu,Negative
video14,0.75,Social Interaction,Fujian,Positive
video2,0.65,Game Design,Shanghai,Positive
video46,0.85,Social Interaction,Sichuan,Highly Positive
video47,0.85,Social Interaction,Jiangsu,Highly Positive
video55,0.5,Social Interaction,Sichuan,Neutral
video1,0.925,Audience Reaction,Guangxi,Highly Positive
video6,0.5,Social Interaction,Jiangxi,Neutral
video67,0.925,Audience Anticipation,Shaanxi,Highly Positive
video76,0.5,Audience Feedback,Fujian,Neutral
video56,0.85,Audience Reaction,Hubei,Highly Positive
video17,0.95,Social Interaction,Shandong,Highly Positive
video27,0.45,Game Requirement,Anhui,Neutral
video59,0.75,Audience Reaction,Anhui,Positive
video41,0.75,Social Interaction,Jiangsu,Positive
video59,0.85,Game Plot,Jiangsu,Highly Positive
video35,0.75,Game Design,Jiangsu,Positive
video81,0.25,Audience Feedback,Beijing,Negative
video60,0.75,Game Plot,Hubei,Positive
video35,0.85,Game Design,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Liaoning,Neutral
video59,0.888,Audience Reaction,Henan,Highly Positive
video56,0.45,Social Interaction,Henan,Neutral
video40,0.75,Social Interaction,Guangdong,Positive
video59,0.852,Game Plot,Hubei,Highly Positive
video6,0.5,Social Interaction,Jilin,Neutral
video17,0.925,Social Interaction,Beijing,Highly Positive
video3,0.5,Social Interaction,Hubei,Neutral
video59,0.35,Information Share,Shandong,Negative
video55,0.75,Social Interaction,Guangdong,Positive
video67,0.75,Game Plot,Jiangxi,Positive
video59,0.85,Game Experience,Jiangxi,Highly Positive
video49,0.5,Social Interaction,Guangdong,Neutral
video1,0.925,Game Plot,Liaoning,Highly Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video42,0.85,Game Design,Beijing,Highly Positive
video74,0.45,Audience Reaction,Henan,Neutral
video55,0.75,Social Interaction,Xinjiang,Positive
video84,0.75,Game Design,Hunan,Positive
video26,0.35,Social Interaction,Guizhou,Negative
video80,0.95,Social Interaction,Xinjiang,Highly Positive
video6,0.5,Social Interaction,Yunnan,Neutral
video80,0.95,Social Interaction,Jiangxi,Highly Positive
video54,0.75,Social Interaction,Hebei,Positive
video86,0.85,Game Experience,Jiangxi,Highly Positive
video14,0.75,Audience Reaction,Henan,Positive
video80,0.888,Audience Reaction,Guangdong,Highly Positive
video59,0.5,Game Requirement,Sichuan,Neutral
video74,0.852,Audience Reaction,Sichuan,Highly Positive
video56,0.5,Social Interaction,Zhejiang,Neutral
video6,0.5,Social Interaction,Xinjiang,Neutral
video82,0.5,Game Experience,Anhui,Neutral
video49,0.75,Social Interaction,Guangdong,Positive
video7,0.25,Game Experience,Guangdong,Negative
video16,0.925,Social Interaction,Guangdong,Highly Positive
video42,0.85,Audience Reaction,Zhejiang,Highly Positive
video67,0.5,Social Interaction,Fujian,Neutral
video6,0.85,Social Interaction,Chongqing,Highly Positive
video50,0.75,Game Plot,Hubei,Positive
video1,0.75,Audience Reaction,Guangdong,Positive
video2,0.5,Game Plot,Guizhou,Neutral
video50,0.925,Audience Anticipation,Hubei,Highly Positive
video69,0.5,Audience Reaction,Guangdong,Neutral
video80,0.153,Game Experience,Guangdong,Highly Negative
video6,0.5,Social Interaction,Henan,Neutral
video49,0.5,Game Plot,Shandong,Neutral
video16,0.925,Social Interaction,Shandong,Highly Positive
video75,0.5,Social Interaction,Guangdong,Neutral
video89,0.65,Game Experience,Guizhou,Positive
video1,0.5,Social Interaction,Shaanxi,Neutral
video14,0.65,Social Interaction,Guangdong,Positive
video60,0.25,Game Plot,Jiangsu,Negative
video56,0.5,Audience Reaction,Guangxi,Neutral
video6,0.5,Audience Reaction,Anhui,Neutral
video48,0.45,Audience Feedback,Unknown,Neutral
video13,0.25,Game Experience,Shanxi,Negative
video36,0.45,Game Experience,Shaanxi,Neutral
video5,0.985,Audience Reaction,Guangdong,Highly Positive
video75,0.753,Audience Reaction,Jiangsu,Positive
video88,0.789,Game Experience,Henan,Positive
video81,0.5,Social Interaction,Sichuan,Neutral
video6,0.5,Social Interaction,Shandong,Neutral
video79,0.0,Audience Feedback,Guangdong,Highly Negative
video88,0.95,Social Interaction,Anhui,Highly Positive
video50,0.5,Social Interaction,Guangxi,Neutral
video27,0.456,Audience Reaction,Jiangsu,Neutral
video26,0.5,Social Interaction,Jiangsu,Neutral
video80,0.5,Social Interaction,Shanghai,Neutral
video49,0.95,Social Interaction,Anhui,Highly Positive
video81,0.5,Social Interaction,Guangdong,Neutral
video79,0.75,Game Design,Inner Mongolia,Positive
video81,0.95,Audience Reaction,Henan,Highly Positive
video80,0.85,Audience Reaction,Guangxi,Highly Positive
video46,0.925,Audience Reaction,Anhui,Highly Positive
video62,0.85,Game Plot,Jiangxi,Highly Positive
video7,0.5,Game Experience,Guangdong,Neutral
video80,0.5,Social Interaction,Zhejiang,Neutral
video56,0.456,Audience Reaction,Zhejiang,Neutral
video81,0.5,Social Interaction,Chongqing,Neutral
video82,0.45,Social Interaction,Hebei,Neutral
video28,0.925,Social Interaction,Guangxi,Highly Positive
video82,0.85,Game Experience,Anhui,Highly Positive
video26,0.25,Social Interaction,Tianjin,Negative
video80,0.75,Game Plot,Sichuan,Positive
video15,0.85,Audience Reaction,Jiangsu,Highly Positive
video80,0.85,Game Design,Macau,Highly Positive
video59,0.0,Audience Feedback,Chongqing,Highly Negative
video82,0.85,Game Experience,Shandong,Highly Positive
video50,0.75,Game Plot,Gansu,Positive
video47,0.85,Audience Reaction,Heilongjiang,Highly Positive
video46,0.85,Audience Reaction,Guangdong,Highly Positive
video80,0.5,Social Interaction,Hebei,Neutral
video42,0.25,Audience Reaction,Guangdong,Negative
video6,0.5,Social Interaction,Beijing,Neutral
video89,0.45,Social Interaction,Liaoning,Neutral
video6,0.5,Social Interaction,Fujian,Neutral
video6,0.852,Audience Reaction,Liaoning,Highly Positive
video41,0.5,Social Interaction,Zhejiang,Neutral
video56,0.85,Social Interaction,Guizhou,Highly Positive
video59,0.5,Social Interaction,Zhejiang,Neutral
video80,0.95,Social Interaction,Henan,Highly Positive
video81,0.75,Social Interaction,Sichuan,Positive
video46,0.5,Game Plot,Guangxi,Neutral
video27,0.5,Game Requirement,Jiangsu,Neutral
video88,0.456,Game Plot,Jiangsu,Neutral
video80,0.75,Social Interaction,Shandong,Positive
video2,0.925,Game Plot,Henan,Highly Positive
video6,0.456,Game Plot,Jiangsu,Neutral
video54,0.5,Information Share,Tianjin,Neutral
video59,0.5,Game Design,Beijing,Neutral
video50,0.925,Game Plot,Fujian,Highly Positive
video6,0.6,Social Interaction,Beijing,Positive
video34,0.85,Audience Reaction,Anhui,Highly Positive
video6,0.5,Social Interaction,Guangxi,Neutral
video44,0.85,Game Plot,Hubei,Highly Positive
video22,0.75,Game Experience,Hubei,Positive
video14,0.95,Social Interaction,Beijing,Highly Positive
video40,0.925,Game Plot,Jilin,Highly Positive
video75,0.9,Audience Reaction,Jiangsu,Highly Positive
video54,0.15,Game Experience,Guangdong,Highly Negative
video44,0.5,Social Interaction,Shandong,Neutral
video15,0.5,Social Interaction,Anhui,Neutral
video7,0.25,Social Interaction,Zhejiang,Negative
video28,0.5,Social Interaction,Sichuan,Neutral
video1,0.85,Game Plot,Jiangsu,Highly Positive
video1,0.85,Progress and Updates,Hebei,Highly Positive
video81,0.5,Audience Reaction,Guangdong,Neutral
video62,0.45,Audience Reaction,Jiangsu,Neutral
video1,0.75,Game Plot,Shandong,Positive
video56,0.852,Game Plot,Liaoning,Highly Positive
video1,0.412,Social Interaction,Ningxia,Neutral
video59,0.95,Social Interaction,Henan,Highly Positive
video17,0.925,Game Plot,Shandong,Highly Positive
video73,0.25,Game Experience,Hunan,Negative
video59,0.5,Game Experience,Fujian,Neutral
video1,0.25,Game Experience,Shanghai,Negative
video15,0.412,Audience Reaction,Hubei,Neutral
video80,0.75,Social Interaction,Shandong,Positive
video80,0.95,Social Interaction,Shanxi,Highly Positive
video68,0.95,Audience Reaction,Jiangsu,Highly Positive
video56,0.15,Audience Reaction,Guizhou,Highly Negative
video14,0.85,Audience Reaction,Hunan,Highly Positive
video54,0.852,Social Interaction,Guizhou,Highly Positive
video14,0.5,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Hainan,Neutral
video6,0.5,Social Interaction,Shandong,Neutral
video14,0.852,Game Experience,Gansu,Highly Positive
video81,0.65,Social Interaction,Guangdong,Positive
video73,0.75,Game Plot,Fujian,Positive
video48,0.95,Social Interaction,Chongqing,Highly Positive
video86,0.75,Audience Reaction,Guizhou,Positive
video6,0.5,Social Interaction,Heilongjiang,Neutral
video20,0.5,Game Requirement,Guangxi,Neutral
video6,0.85,Social Interaction,Henan,Highly Positive
video28,0.5,Social Interaction,Guangdong,Neutral
video56,0.925,Audience Reaction,Zhejiang,Highly Positive
video6,0.15,Audience Reaction,Shanghai,Highly Negative
video14,0.5,Game Experience,Shanxi,Neutral
video3,0.65,Audience Reaction,Zhejiang,Positive
video82,0.5,Social Interaction,Shandong,Neutral
video14,0.95,Audience Reaction,Zhejiang,Highly Positive
video81,0.925,Game Design,Chongqing,Highly Positive
video6,0.5,Social Interaction,Chongqing,Neutral
video81,0.654,Game Experience,Hebei,Positive
video47,0.95,Game Design,Yunnan,Highly Positive
video48,0.95,Audience Reaction,Beijing,Highly Positive
video56,0.45,Audience Reaction,Inner Mongolia,Neutral
video6,0.35,Social Interaction,Guangdong,Negative
video14,0.925,Game Design,Jiangsu,Highly Positive
video55,0.45,Social Interaction,Shandong,Neutral
video81,0.5,Social Interaction,Zhejiang,Neutral
video1,0.35,Game Requirement,Fujian,Negative
video82,0.95,Audience Reaction,Gansu,Highly Positive
video2,0.925,Game Experience,Guangdong,Highly Positive
video14,0.65,Social Interaction,Jiangsu,Positive
video82,0.85,Audience Reaction,Jiangsu,Highly Positive
video14,0.85,Game Experience,Hebei,Highly Positive
video14,0.65,Social Interaction,Guangdong,Positive
video89,0.25,Game Experience,Fujian,Negative
video28,0.75,Game Experience,Jiangsu,Positive
video88,0.451,Audience Reaction,Shandong,Neutral
video50,0.75,Social Interaction,Henan,Positive
video26,0.652,Audience Feedback,Liaoning,Positive
video27,0.852,Game Experience,Shanxi,Highly Positive
video83,0.456,Audience Reaction,Shaanxi,Neutral
video42,0.25,Social Interaction,Liaoning,Negative
video56,0.5,Game Plot,Beijing,Neutral
video82,0.456,Game Experience,Hubei,Neutral
video59,0.25,Audience Feedback,Jiangxi,Negative
video80,0.85,Social Interaction,Shaanxi,Highly Positive
video17,0.985,Audience Reaction,Fujian,Highly Positive
video6,0.85,Social Interaction,Hubei,Highly Positive
video56,0.85,Audience Anticipation,Hunan,Highly Positive
video50,0.789,Game Plot,Beijing,Positive
video14,0.85,Game Design,Hainan,Highly Positive
video62,0.75,Game Plot,Hubei,Positive
video14,0.5,Game Design,Gansu,Neutral
video88,0.85,Game Experience,Sichuan,Highly Positive
video2,0.5,Information Share,Sichuan,Neutral
video15,0.15,Audience Reaction,Shandong,Highly Negative
video58,0.45,Audience Reaction,Shandong,Neutral
video14,0.95,Audience Reaction,Tianjin,Highly Positive
video80,0.95,Audience Reaction,Guangdong,Highly Positive
video80,0.85,Social Interaction,Shandong,Highly Positive
video82,0.75,Audience Reaction,Beijing,Positive
video62,0.925,Audience Reaction,Chongqing,Highly Positive
video56,0.925,Game Plot,Shaanxi,Highly Positive
video48,0.925,Audience Anticipation,Sichuan,Highly Positive
video47,0.5,Audience Reaction,Guangdong,Neutral
video80,0.65,Social Interaction,Fujian,Positive
video59,0.25,Game Experience,Anhui,Negative
video48,0.5,Social Interaction,Hunan,Neutral
video2,0.75,Social Interaction,Beijing,Positive
video6,0.5,Social Interaction,Hebei,Neutral
video14,0.85,Social Interaction,Jilin,Highly Positive
video80,0.95,Audience Reaction,Henan,Highly Positive
video14,0.85,Audience Reaction,Yunnan,Highly Positive
video1,1.0,Audience Reaction,Beijing,Highly Positive
video47,0.75,Game Plot,Shaanxi,Positive
video80,0.852,Game Experience,Shanghai,Highly Positive
video6,0.5,Social Interaction,Jiangsu,Neutral
video40,0.85,Social Interaction,Shaanxi,Highly Positive
video6,0.15,Game Plot,Xinjiang,Highly Negative
video14,0.5,Social Interaction,Liaoning,Neutral
video11,0.85,Game Plot,Chongqing,Highly Positive
video1,0.85,Game Plot,Guangdong,Highly Positive
video50,0.75,Social Interaction,Jiangsu,Positive
video7,0.75,Game Experience,Anhui,Positive
video88,0.985,Social Interaction,Shanxi,Highly Positive
video27,0.75,Audience Feedback,Heilongjiang,Positive
video50,0.75,Game Experience,Liaoning,Positive
video13,0.5,Social Interaction,Jiangxi,Neutral
video80,0.85,Social Interaction,Hunan,Highly Positive
video80,0.5,Social Interaction,Ningxia,Neutral
video56,0.5,Social Interaction,Guangdong,Neutral
video75,0.75,Game Plot,Shaanxi,Positive
video60,0.45,Social Interaction,Zhejiang,Neutral
video82,0.5,Social Interaction,Shandong,Neutral
video67,0.35,Game Experience,Hubei,Negative
video88,0.25,Audience Feedback,Anhui,Negative
video14,0.5,Social Interaction,Hebei,Neutral
video82,0.5,Social Interaction,Guangdong,Neutral
video50,0.75,Social Interaction,Shandong,Positive
video6,0.85,Game Plot,Sichuan,Highly Positive
video47,0.75,Game Experience,Shandong,Positive
video65,0.5,Game Plot,Jiangsu,Neutral
video28,0.75,Game Plot,Guangdong,Positive
video49,0.85,Game Design,Guangdong,Highly Positive
video68,0.652,Audience Feedback,Fujian,Positive
video50,0.75,Game Experience,Hebei,Positive
video67,0.45,Audience Reaction,Henan,Neutral
video40,0.5,Game Plot,Zhejiang,Neutral
video44,0.85,Game Plot,Henan,Highly Positive
video80,0.95,Audience Reaction,Shanghai,Highly Positive
video50,0.85,Social Interaction,Liaoning,Highly Positive
video28,0.25,Audience Feedback,Yunnan,Negative
video80,0.15,Social Interaction,Henan,Highly Negative
video41,0.75,Audience Reaction,Guangdong,Positive
video47,0.95,Audience Reaction,Guangdong,Highly Positive
video56,0.25,Audience Feedback,Guangdong,Negative
video14,0.45,Social Interaction,Hebei,Neutral
video81,0.25,Game Experience,Guangdong,Negative
video6,0.45,Social Interaction,Chongqing,Neutral
video41,0.0,Audience Reaction,Guangdong,Highly Negative
video40,0.95,Game Design,Zhejiang,Highly Positive
