video,Sentiment Score,Classification,Label
video42,0.95,Audience Reaction,Highly Positive
video4,0.5,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video38,0.5,Game Plot,Neutral
video71,0.357,Audience Reaction,Negative
video67,0.65,Game Plot,Positive
video117,0.95,Audience Anticipation,Highly Positive
video3,0.5,Information Share,Neutral
video60,0.357,Game Experience,Negative
video92,0.5,Social Interaction,Neutral
video82,0.25,Social Interaction,Negative
video53,0.25,Audience Feedback,Negative
video51,0.85,Social Interaction,Highly Positive
video106,0.35,Social Interaction,Negative
video82,0.75,Social Interaction,Positive
video24,0.25,Social Interaction,Negative
video30,0.15,Audience Reaction,Highly Negative
video66,0.5,Audience Anticipation,Neutral
video84,0.15,Social Interaction,Highly Negative
video111,0.5,Audience Reaction,Neutral
video4,0.25,Social Interaction,Negative
video59,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video3,0.5,Social Interaction,Neutral
video3,0.5,Game Design,Neutral
video8,0.5,Audience Feedback,Neutral
video82,0.25,Social Interaction,Negative
video82,0.5,Game Plot,Neutral
video44,0.5,Social Interaction,Neutral
video3,0.25,Game Experience,Negative
video9,0.25,Audience Reaction,Negative
video82,0.85,Social Interaction,Highly Positive
video82,0.5,Game Plot,Neutral
video82,0.5,Information Share,Neutral
video82,0.25,Game Plot,Negative
video20,0.85,Audience Reaction,Highly Positive
video99,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video41,0.85,Audience Anticipation,Highly Positive
video50,0.5,Audience Reaction,Neutral
video3,0.35,Social Interaction,Negative
video24,0.5,Audience Feedback,Neutral
video82,0.456,Game Plot,Neutral
video17,0.45,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video71,0.75,Audience Reaction,Positive
video16,0.5,Game Design,Neutral
video90,0.75,Audience Feedback,Positive
video85,0.5,Game Experience,Neutral
video47,0.15,Audience Reaction,Highly Negative
video50,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video2,0.925,Audience Reaction,Highly Positive
video2,0.25,Game Design,Negative
video75,0.95,Audience Feedback,Highly Positive
video4,0.35,Audience Feedback,Negative
video82,0.75,Game Plot,Positive
video2,0.925,Audience Anticipation,Highly Positive
video29,0.85,Game Design,Highly Positive
video48,0.5,Social Interaction,Neutral
video121,0.5,Audience Anticipation,Neutral
video5,0.85,Audience Anticipation,Highly Positive
video121,0.5,Social Interaction,Neutral
video2,0.5,Social Interaction,Neutral
video82,0.85,Audience Reaction,Highly Positive
video4,0.25,Audience Reaction,Negative
video82,0.5,Game Design,Neutral
video3,0.925,Game Design,Highly Positive
video82,0.5,Game Plot,Neutral
video10,0.985,Audience Reaction,Highly Positive
video16,0.25,Social Interaction,Negative
video44,0.95,Social Interaction,Highly Positive
video106,0.85,Audience Reaction,Highly Positive
video50,0.75,Social Interaction,Positive
video82,0.85,Game Design,Highly Positive
video16,0.995,Audience Reaction,Highly Positive
video16,0.85,Game Plot,Highly Positive
video29,0.85,Audience Reaction,Highly Positive
video82,0.25,Game Design,Negative
video86,0.5,Game Design,Neutral
video4,0.5,Game Plot,Neutral
video3,0.75,Game Design,Positive
video82,0.85,Audience Reaction,Highly Positive
video100,0.5,Social Interaction,Neutral
video44,0.75,Social Interaction,Positive
video72,0.85,Social Interaction,Highly Positive
video4,0.5,Game Experience,Neutral
video82,0.75,Social Interaction,Positive
video27,0.85,Audience Anticipation,Highly Positive
video81,0.65,Game Experience,Positive
video9,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.925,Audience Reaction,Highly Positive
video82,0.3,Social Interaction,Negative
video50,0.85,Audience Reaction,Highly Positive
video111,0.456,Audience Feedback,Neutral
video104,0.5,Social Interaction,Neutral
video29,0.75,Game Design,Positive
video45,0.95,Audience Reaction,Highly Positive
video59,0.85,Game Plot,Highly Positive
video82,0.5,Audience Reaction,Neutral
video117,0.75,Progress and Updates,Positive
video23,0.2,Audience Reaction,Negative
video54,0.95,Game Design,Highly Positive
video2,0.5,Information Share,Neutral
video3,0.75,Game Plot,Positive
video78,0.85,Social Interaction,Highly Positive
video2,0.95,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video4,0.85,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video47,0.925,Game Plot,Highly Positive
video16,0.75,Game Experience,Positive
video33,0.25,Audience Anticipation,Negative
video3,0.95,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video91,0.85,Social Interaction,Highly Positive
video20,0.95,Game Design,Highly Positive
video3,0.85,Audience Reaction,Highly Positive
video3,0.75,Game Plot,Positive
video45,0.85,Audience Anticipation,Highly Positive
video82,0.5,Audience Reaction,Neutral
video29,0.5,Game Experience,Neutral
video82,0.75,Social Interaction,Positive
video59,0.75,Audience Reaction,Positive
video23,0.45,Social Interaction,Neutral
video59,0.25,Audience Feedback,Negative
video97,0.65,Audience Reaction,Positive
video79,0.5,Game Requirement,Neutral
video82,0.5,Social Interaction,Neutral
video2,0.75,Game Design,Positive
video2,0.15,Audience Reaction,Highly Negative
video16,0.888,Information Share,Highly Positive
video60,0.652,Audience Feedback,Positive
video46,0.85,Social Interaction,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.85,Audience Reaction,Highly Positive
video47,0.75,Game Experience,Positive
video20,0.65,Game Experience,Positive
video59,0.85,Game Design,Highly Positive
video82,0.65,Audience Reaction,Positive
video82,0.25,Audience Reaction,Negative
video3,0.925,Audience Reaction,Highly Positive
video121,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video4,0.25,Audience Feedback,Negative
video30,0.75,Game Plot,Positive
video84,0.35,Audience Feedback,Negative
video25,0.253,Game Experience,Negative
video82,0.25,Social Interaction,Negative
video23,1.0,Audience Reaction,Highly Positive
video3,0.925,Game Plot,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video84,0.925,Game Design,Highly Positive
video51,0.65,Social Interaction,Positive
video36,0.65,Audience Feedback,Positive
video82,0.5,Social Interaction,Neutral
video121,0.25,Audience Reaction,Negative
video16,0.5,Game Experience,Neutral
video39,0.85,Game Design,Highly Positive
video4,0.5,Audience Anticipation,Neutral
video66,0.75,Audience Reaction,Positive
video82,0.5,Audience Anticipation,Neutral
video33,0.5,Game Design,Neutral
video13,0.95,Audience Reaction,Highly Positive
video23,0.35,Game Plot,Negative
video24,0.925,Audience Reaction,Highly Positive
video3,0.925,Audience Anticipation,Highly Positive
video102,0.456,Game Experience,Neutral
video32,0.45,Audience Reaction,Neutral
video67,0.75,Game Plot,Positive
video91,0.925,Game Experience,Highly Positive
video44,0.5,Social Interaction,Neutral
video121,0.5,Social Interaction,Neutral
video50,0.925,Audience Feedback,Highly Positive
video3,0.75,Social Interaction,Positive
video38,0.925,Social Interaction,Highly Positive
video82,0.5,Game Plot,Neutral
video121,0.35,Audience Reaction,Negative
video82,0.5,Game Plot,Neutral
video82,0.85,Audience Reaction,Highly Positive
video82,0.925,Game Plot,Highly Positive
video48,0.75,Audience Reaction,Positive
video117,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video119,0.75,Audience Reaction,Positive
video91,0.75,Game Requirement,Positive
video17,0.925,Social Interaction,Highly Positive
video70,0.25,Audience Reaction,Negative
video82,0.5,Audience Reaction,Neutral
video117,0.65,Audience Reaction,Positive
video82,0.75,Audience Reaction,Positive
video121,0.456,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video3,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video49,0.35,Audience Reaction,Negative
video82,0.0,Social Interaction,Highly Negative
video82,0.75,Social Interaction,Positive
video51,0.75,Audience Reaction,Positive
video43,0.75,Game Requirement,Positive
video82,0.5,Social Interaction,Neutral
video73,0.25,Game Plot,Negative
video8,0.5,Game Requirement,Neutral
video82,0.75,Social Interaction,Positive
video82,0.5,Game Experience,Neutral
video70,0.65,Game Experience,Positive
video92,0.5,Game Requirement,Neutral
video40,0.65,Game Plot,Positive
video21,0.5,Game Experience,Neutral
video54,0.45,Game Experience,Neutral
video114,0.45,Audience Reaction,Neutral
video29,0.95,Social Interaction,Highly Positive
video114,0.5,Audience Reaction,Neutral
video82,0.75,Social Interaction,Positive
video10,0.75,Audience Reaction,Positive
video82,0.15,Social Interaction,Highly Negative
video121,0.456,Game Design,Neutral
video2,0.15,Audience Reaction,Highly Negative
video14,0.5,Social Interaction,Neutral
video49,0.925,Audience Anticipation,Highly Positive
video82,0.5,Audience Feedback,Neutral
video62,0.5,Social Interaction,Neutral
video41,0.85,Social Interaction,Highly Positive
video8,0.25,Game Requirement,Negative
video36,0.65,Game Design,Positive
video9,0.75,Game Experience,Positive
video59,0.35,Audience Anticipation,Negative
video60,0.654,Game Experience,Positive
video82,0.85,Game Plot,Highly Positive
video82,0.65,Audience Reaction,Positive
video111,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video112,0.45,Audience Reaction,Neutral
video80,0.95,Audience Anticipation,Highly Positive
video82,0.65,Audience Reaction,Positive
video33,0.5,Information Share,Neutral
video82,0.5,Game Plot,Neutral
video82,0.5,Information Share,Neutral
video59,0.5,Game Design,Neutral
video82,0.75,Social Interaction,Positive
video60,0.25,Audience Feedback,Negative
video4,0.75,Social Interaction,Positive
video75,0.456,Game Plot,Neutral
video3,0.5,Information Share,Neutral
video82,0.75,Game Design,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video8,0.35,Game Design,Negative
video43,0.5,Game Design,Neutral
video82,0.25,Game Plot,Negative
video3,0.75,Audience Reaction,Positive
video82,0.357,Audience Reaction,Negative
video25,0.5,Game Design,Neutral
video81,0.25,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video104,0.357,Game Plot,Negative
video29,0.5,Audience Feedback,Neutral
video82,0.5,Game Plot,Neutral
video82,0.85,Game Experience,Highly Positive
video4,0.5,Game Design,Neutral
video82,0.45,Game Experience,Neutral
video23,0.95,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video16,0.5,Game Plot,Neutral
video47,0.5,Game Requirement,Neutral
video4,0.925,Social Interaction,Highly Positive
video30,0.85,Game Design,Highly Positive
video82,0.75,Audience Reaction,Positive
video27,0.5,Audience Reaction,Neutral
video8,0.5,Game Design,Neutral
video82,0.5,Audience Reaction,Neutral
video117,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video16,0.5,Social Interaction,Neutral
video82,0.65,Audience Feedback,Positive
video67,0.65,Game Plot,Positive
video4,0.5,Social Interaction,Neutral
video82,0.5,Game Plot,Neutral
video2,0.85,Social Interaction,Highly Positive
video60,0.453,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.5,Social Interaction,Neutral
video27,0.5,Social Interaction,Neutral
video111,0.25,Game Design,Negative
video96,0.75,Game Experience,Positive
video4,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video54,0.75,Game Experience,Positive
video82,0.25,Game Design,Negative
video14,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.85,Game Design,Highly Positive
video114,0.65,Audience Reaction,Positive
video23,0.75,Audience Reaction,Positive
video82,0.25,Audience Reaction,Negative
video47,0.45,Audience Reaction,Neutral
video2,0.85,Audience Reaction,Highly Positive
video37,0.85,Social Interaction,Highly Positive
video43,0.75,Game Requirement,Positive
video106,0.9,Game Experience,Highly Positive
video82,0.5,Social Interaction,Neutral
video35,0.75,Game Plot,Positive
video3,0.75,Audience Reaction,Positive
video19,0.75,Audience Reaction,Positive
video43,0.0,Game Requirement,Highly Negative
video102,0.35,Game Design,Negative
video59,0.85,Game Experience,Highly Positive
video121,0.852,Game Design,Highly Positive
video9,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.65,Game Plot,Positive
video79,0.75,Game Requirement,Positive
video2,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video85,0.925,Audience Reaction,Highly Positive
video27,0.5,Progress and Updates,Neutral
video41,0.5,Social Interaction,Neutral
video47,0.5,Audience Reaction,Neutral
video117,0.95,Audience Reaction,Highly Positive
video47,0.925,Audience Reaction,Highly Positive
video82,0.75,Game Design,Positive
video82,0.357,Game Design,Negative
video2,0.85,Audience Reaction,Highly Positive
video19,0.85,Social Interaction,Highly Positive
video82,0.75,Audience Anticipation,Positive
video36,0.85,Audience Feedback,Highly Positive
video60,0.652,Game Experience,Positive
video73,0.875,Information Share,Highly Positive
video23,0.5,Game Design,Neutral
video3,0.925,Game Design,Highly Positive
video13,0.95,Audience Feedback,Highly Positive
video82,0.5,Audience Reaction,Neutral
video54,0.456,Audience Reaction,Neutral
video117,0.85,Social Interaction,Highly Positive
video4,0.45,Game Design,Neutral
video82,0.5,Audience Reaction,Neutral
video51,0.85,Game Plot,Highly Positive
video47,0.75,Game Experience,Positive
video70,0.5,Audience Reaction,Neutral
video33,0.85,Game Plot,Highly Positive
video23,0.652,Game Design,Positive
video32,0.75,Game Design,Positive
video39,0.25,Audience Reaction,Negative
video23,0.5,Social Interaction,Neutral
video98,0.85,Progress and Updates,Highly Positive
video51,0.85,Game Design,Highly Positive
video82,0.65,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video87,0.35,Audience Feedback,Negative
video50,0.75,Audience Feedback,Positive
video3,0.5,Audience Reaction,Neutral
video81,0.925,Audience Anticipation,Highly Positive
video53,0.925,Audience Reaction,Highly Positive
video46,0.85,Information Share,Highly Positive
video47,0.0,Audience Reaction,Highly Negative
video4,0.95,Audience Reaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video82,0.456,Game Design,Neutral
video51,0.75,Social Interaction,Positive
video90,0.25,Audience Reaction,Negative
video104,0.5,Game Plot,Neutral
