video,Sentiment Score,Classification,IP,Label
video27,0.925,Audience Reaction,Shanxi,Highly Positive
video68,0.5,Social Interaction,Hebei,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video7,0.25,Audience Reaction,Shaanxi,Negative
video1,0.85,Game Plot,Chongqing,Highly Positive
video80,0.65,Game Experience,Shandong,Positive
video49,0.75,Game Plot,Yunnan,Positive
video1,0.852,Game Experience,Henan,Highly Positive
video6,0.75,Social Interaction,Shaanxi,Positive
video80,0.5,Social Interaction,Hebei,Neutral
video7,0.985,Audience Reaction,Beijing,Highly Positive
video81,0.75,Social Interaction,Heilongjiang,Positive
video80,0.75,Social Interaction,Sichuan,Positive
video88,0.5,Game Plot,Shandong,Neutral
video21,1.0,Audience Reaction,Henan,Highly Positive
video6,0.453,Audience Reaction,Jiangxi,Neutral
video82,0.75,Audience Reaction,Guangxi,Positive
video1,0.75,Social Interaction,Gansu,Positive
video14,0.925,Game Design,Anhui,Highly Positive
video6,0.5,Social Interaction,Hunan,Neutral
video81,0.45,Social Interaction,Chongqing,Neutral
video82,0.456,Game Experience,Guangdong,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video14,0.5,Game Experience,Guangdong,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video6,0.15,Social Interaction,Hunan,Highly Negative
video60,0.95,Social Interaction,Xinjiang,Highly Positive
video81,0.5,Social Interaction,Fujian,Neutral
video59,0.15,Audience Reaction,Anhui,Highly Negative
video80,0.456,Audience Reaction,Guizhou,Neutral
video1,0.925,Game Plot,Hubei,Highly Positive
video49,0.925,Audience Reaction,Chongqing,Highly Positive
video88,0.75,Game Experience,Fujian,Positive
video6,0.5,Social Interaction,Beijing,Neutral
video50,0.5,Game Design,Liaoning,Neutral
video20,0.75,Progress and Updates,Henan,Positive
video88,0.75,Social Interaction,Zhejiang,Positive
video82,0.5,Audience Reaction,Guangdong,Neutral
video3,0.5,Game Requirement,Shaanxi,Neutral
video48,0.95,Social Interaction,Guangxi,Highly Positive
video21,0.925,Audience Reaction,Anhui,Highly Positive
video75,0.75,Game Plot,Jiangsu,Positive
video59,0.75,Game Experience,Tianjin,Positive
video62,0.925,Audience Reaction,Guangdong,Highly Positive
video46,0.925,Game Design,Beijing,Highly Positive
video22,0.5,Social Interaction,Xinjiang,Neutral
video88,0.5,Social Interaction,Zhejiang,Neutral
video5,0.95,Social Interaction,Hubei,Highly Positive
video21,0.75,Social Interaction,Henan,Positive
video22,0.888,Game Requirement,Hunan,Highly Positive
video56,0.25,Audience Reaction,Zhejiang,Negative
video46,0.5,Social Interaction,Yunnan,Neutral
video29,0.5,Game Design,Unknown,Neutral
video21,0.5,Information Share,Gansu,Neutral
video11,0.35,Game Experience,Hubei,Negative
video56,0.753,Audience Reaction,Sichuan,Positive
video6,0.925,Social Interaction,Gansu,Highly Positive
video6,0.5,Audience Reaction,Zhejiang,Neutral
video58,0.85,Audience Reaction,Zhejiang,Highly Positive
video54,0.925,Audience Reaction,Hebei,Highly Positive
video80,0.95,Social Interaction,Hubei,Highly Positive
video76,0.5,Game Requirement,Hubei,Neutral
video6,0.5,Audience Reaction,Yunnan,Neutral
video60,0.925,Audience Reaction,Guangdong,Highly Positive
video62,0.25,Social Interaction,Guangdong,Negative
video1,0.456,Game Design,Henan,Neutral
video41,0.235,Audience Reaction,Guangdong,Negative
video6,0.95,Audience Reaction,Sichuan,Highly Positive
video56,0.45,Social Interaction,Beijing,Neutral
video81,0.45,Game Experience,Guangdong,Neutral
video22,0.852,Game Experience,Guangdong,Highly Positive
video50,0.5,Audience Reaction,Shaanxi,Neutral
video50,0.75,Game Plot,Taiwan,Positive
video22,0.95,Audience Reaction,Henan,Highly Positive
video22,0.95,Social Interaction,Jiangsu,Highly Positive
video20,0.456,Audience Anticipation,Inner Mongolia,Neutral
video81,0.95,Audience Reaction,Shanghai,Highly Positive
video50,0.5,Social Interaction,Unknown,Neutral
video81,0.5,Social Interaction,Zhejiang,Neutral
video80,0.925,Social Interaction,Shandong,Highly Positive
video81,0.45,Audience Reaction,Chongqing,Neutral
video46,0.85,Audience Anticipation,Fujian,Highly Positive
video28,0.5,Audience Reaction,Guangdong,Neutral
video49,0.65,Social Interaction,Hebei,Positive
video11,0.75,Audience Feedback,Shandong,Positive
video20,0.5,Social Interaction,Liaoning,Neutral
video47,0.1,Social Interaction,Chongqing,Highly Negative
video22,0.95,Game Design,Guangdong,Highly Positive
video6,0.15,Social Interaction,Henan,Highly Negative
video21,0.852,Game Requirement,Jiangsu,Highly Positive
video80,0.85,Game Experience,Anhui,Highly Positive
video88,0.5,Social Interaction,Hubei,Neutral
video80,0.75,Game Experience,Jiangxi,Positive
video67,0.65,Game Plot,Guangxi,Positive
video6,0.35,Social Interaction,Zhejiang,Negative
video73,0.5,Social Interaction,Guizhou,Neutral
video59,0.65,Game Design,Liaoning,Positive
video54,0.456,Audience Reaction,Guangdong,Neutral
video15,0.5,Social Interaction,Shaanxi,Neutral
video6,0.5,Social Interaction,Yunnan,Neutral
video22,0.45,Audience Reaction,Liaoning,Neutral
video80,0.85,Game Experience,Liaoning,Highly Positive
video8,0.65,Game Experience,Zhejiang,Positive
video21,0.95,Audience Reaction,Guangdong,Highly Positive
video6,0.45,Audience Feedback,Sichuan,Neutral
video56,0.5,Social Interaction,Hebei,Neutral
video14,1.0,Audience Reaction,Sichuan,Highly Positive
video59,0.75,Game Requirement,Hebei,Positive
video48,0.5,Game Plot,Guizhou,Neutral
video55,0.25,Game Design,Shanghai,Negative
video59,0.789,Audience Reaction,Inner Mongolia,Positive
video6,0.75,Audience Reaction,Heilongjiang,Positive
video56,0.5,Social Interaction,Hebei,Neutral
video67,0.852,Game Plot,Guangdong,Highly Positive
video26,0.456,Social Interaction,Fujian,Neutral
video20,0.95,Social Interaction,Henan,Highly Positive
video27,0.95,Audience Feedback,Jilin,Highly Positive
video6,0.5,Social Interaction,Hubei,Neutral
video50,0.5,Game Plot,Sichuan,Neutral
video59,0.35,Audience Reaction,Inner Mongolia,Negative
video22,0.35,Game Plot,Hebei,Negative
video80,0.75,Social Interaction,Guangdong,Positive
video1,0.451,Social Interaction,Fujian,Neutral
video21,0.925,Audience Anticipation,Jiangxi,Highly Positive
video80,0.25,Social Interaction,Zhejiang,Negative
video50,0.888,Audience Reaction,Beijing,Highly Positive
video54,0.85,Game Design,Fujian,Highly Positive
video27,0.65,Audience Feedback,Jilin,Positive
video22,0.925,Information Share,Guangdong,Highly Positive
video73,0.75,Social Interaction,Guangxi,Positive
video41,0.925,Audience Anticipation,Chongqing,Highly Positive
video14,0.65,Game Design,Jiangsu,Positive
video25,0.75,Social Interaction,Guangdong,Positive
video20,0.95,Information Share,Hunan,Highly Positive
video81,0.25,Game Experience,Hebei,Negative
video62,0.95,Audience Reaction,Guangdong,Highly Positive
video46,0.45,Social Interaction,Ningxia,Neutral
video14,0.95,Audience Reaction,Shandong,Highly Positive
video22,0.052,Social Interaction,Shanxi,Highly Negative
video80,0.5,Game Experience,Guangdong,Neutral
video2,0.85,Progress and Updates,Guangdong,Highly Positive
video21,0.925,Audience Reaction,Jiangsu,Highly Positive
video22,0.85,Audience Reaction,Zhejiang,Highly Positive
video50,0.999,Audience Reaction,Shandong,Highly Positive
video14,0.95,Audience Reaction,Anhui,Highly Positive
video14,0.95,Audience Reaction,Hubei,Highly Positive
video59,0.5,Game Experience,Jiangxi,Neutral
video22,0.925,Game Plot,Shandong,Highly Positive
video81,0.85,Social Interaction,Hubei,Highly Positive
video49,0.15,Audience Reaction,Hebei,Highly Negative
video11,0.5,Game Experience,Guangdong,Neutral
video20,0.85,Progress and Updates,Henan,Highly Positive
video46,0.85,Social Interaction,Liaoning,Highly Positive
video20,0.95,Social Interaction,Beijing,Highly Positive
video21,0.25,Audience Reaction,Guangdong,Negative
video21,0.5,Game Requirement,Jiangsu,Neutral
video20,0.35,Social Interaction,Henan,Negative
video14,0.95,Audience Reaction,Anhui,Highly Positive
video47,0.95,Social Interaction,Yunnan,Highly Positive
video22,0.5,Social Interaction,Beijing,Neutral
video59,0.852,Game Plot,Hunan,Highly Positive
video1,0.925,Audience Feedback,Guizhou,Highly Positive
video60,0.852,Game Plot,Guangdong,Highly Positive
video17,0.95,Social Interaction,Zhejiang,Highly Positive
video82,0.999,Social Interaction,Jiangxi,Highly Positive
video46,0.5,Game Plot,Yunnan,Neutral
video11,0.456,Game Experience,Ningxia,Neutral
video63,0.35,Game Experience,Hubei,Negative
video46,0.65,Game Plot,Hubei,Positive
video56,0.852,Game Plot,Xinjiang,Highly Positive
video34,0.85,Social Interaction,Hebei,Highly Positive
video21,0.75,Audience Reaction,Macau,Positive
video59,0.85,Social Interaction,Gansu,Highly Positive
video1,0.75,Game Plot,Zhejiang,Positive
video22,0.5,Social Interaction,Shandong,Neutral
video17,0.825,Game Experience,Beijing,Highly Positive
video42,0.25,Social Interaction,Chongqing,Negative
video14,0.925,Game Design,Beijing,Highly Positive
video36,0.85,Game Experience,Chongqing,Highly Positive
video88,0.75,Audience Reaction,Guangdong,Positive
video26,0.35,Social Interaction,Sichuan,Negative
video26,0.75,Social Interaction,Jiangsu,Positive
video59,0.5,Game Experience,Liaoning,Neutral
video56,0.85,Audience Reaction,Zhejiang,Highly Positive
video80,0.95,Audience Reaction,Shanghai,Highly Positive
video14,0.925,Audience Reaction,Fujian,Highly Positive
video80,0.85,Social Interaction,Zhejiang,Highly Positive
video9,0.253,Game Experience,Shanghai,Negative
video80,0.9,Social Interaction,Jiangxi,Highly Positive
video6,0.5,Social Interaction,Jiangsu,Neutral
video14,0.85,Social Interaction,Zhejiang,Highly Positive
video41,0.652,Game Experience,Liaoning,Positive
video6,0.5,Social Interaction,Hunan,Neutral
video2,0.925,Social Interaction,Jiangsu,Highly Positive
video1,0.654,Game Plot,Henan,Positive
video80,0.0,Audience Reaction,Guangdong,Highly Negative
video7,0.65,Game Experience,Hubei,Positive
video56,0.752,Game Experience,Henan,Positive
video46,0.957,Game Plot,Henan,Highly Positive
video2,0.75,Audience Reaction,Shandong,Positive
video56,0.2,Audience Reaction,Guangdong,Negative
video52,0.925,Audience Reaction,Zhejiang,Highly Positive
video76,0.45,Audience Reaction,Guangxi,Neutral
video8,0.5,Game Experience,Guangdong,Neutral
video6,0.25,Audience Reaction,Hunan,Negative
video14,0.5,Social Interaction,Hubei,Neutral
video22,0.95,Audience Anticipation,Unknown,Highly Positive
video56,0.65,Audience Reaction,Jiangsu,Positive
video81,0.25,Game Experience,Jiangsu,Negative
video20,0.5,Game Requirement,Hunan,Neutral
video1,0.05,Audience Reaction,Shandong,Highly Negative
video89,0.95,Audience Reaction,Zhejiang,Highly Positive
video21,0.95,Social Interaction,Liaoning,Highly Positive
video26,0.0,Social Interaction,Hunan,Highly Negative
video42,0.456,Audience Reaction,Anhui,Neutral
video50,0.5,Game Plot,Sichuan,Neutral
video14,0.95,Audience Reaction,Beijing,Highly Positive
video22,0.789,Audience Reaction,Anhui,Positive
video20,0.95,Information Share,Guangdong,Highly Positive
video82,0.5,Game Design,Jiangsu,Neutral
video59,0.75,Game Experience,Unknown,Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video62,0.5,Audience Reaction,Zhejiang,Neutral
video60,0.15,Audience Reaction,Qinghai,Highly Negative
video21,0.9,Information Share,Yunnan,Highly Positive
video82,0.65,Game Experience,Beijing,Positive
video50,0.95,Audience Reaction,Jilin,Highly Positive
video1,0.35,Game Plot,Hubei,Negative
video20,0.5,Social Interaction,Sichuan,Neutral
video59,0.652,Audience Reaction,Chongqing,Positive
video22,0.85,Audience Reaction,Zhejiang,Highly Positive
video20,0.925,Social Interaction,Guangdong,Highly Positive
video20,0.85,Progress and Updates,Tianjin,Highly Positive
video81,0.75,Social Interaction,Shanghai,Positive
video60,0.5,Social Interaction,Liaoning,Neutral
video67,0.925,Audience Reaction,Zhejiang,Highly Positive
video7,0.35,Game Experience,Guangxi,Negative
video47,0.95,Audience Reaction,Shanghai,Highly Positive
video14,0.925,Audience Reaction,Sichuan,Highly Positive
video22,0.75,Social Interaction,Jiangsu,Positive
video67,0.35,Audience Reaction,Jiangsu,Negative
video6,0.925,Social Interaction,Jiangxi,Highly Positive
video21,0.85,Social Interaction,Hunan,Highly Positive
video80,0.75,Social Interaction,Hunan,Positive
video80,0.45,Social Interaction,Beijing,Neutral
video56,0.25,Audience Reaction,Hunan,Negative
video49,0.85,Social Interaction,Shanghai,Highly Positive
video80,0.15,Audience Reaction,Xinjiang,Highly Negative
video56,0.888,Audience Reaction,Heilongjiang,Highly Positive
video21,0.85,Information Share,Anhui,Highly Positive
video14,0.888,Audience Reaction,Guangxi,Highly Positive
video28,0.85,Audience Reaction,Zhejiang,Highly Positive
video86,0.75,Social Interaction,Shandong,Positive
video81,0.65,Game Experience,Guangdong,Positive
video46,0.35,Game Plot,Sichuan,Negative
video20,0.75,Game Requirement,Guizhou,Positive
video59,0.95,Game Experience,Jiangsu,Highly Positive
video6,0.45,Audience Reaction,Liaoning,Neutral
video46,0.85,Progress and Updates,Xinjiang,Highly Positive
video1,0.75,Audience Reaction,Guangdong,Positive
video88,0.85,Audience Reaction,Chongqing,Highly Positive
video61,0.95,Audience Reaction,Beijing,Highly Positive
video47,0.5,Game Plot,Hubei,Neutral
video86,0.999,Social Interaction,Shandong,Highly Positive
video14,0.95,Audience Reaction,Shaanxi,Highly Positive
video22,0.925,Social Interaction,Jiangxi,Highly Positive
video21,0.925,Game Experience,Guangdong,Highly Positive
video6,0.753,Game Plot,Hebei,Positive
video6,0.5,Social Interaction,Hubei,Neutral
video56,0.5,Social Interaction,Hunan,Neutral
video61,0.35,Game Design,Unknown,Negative
video82,0.25,Audience Reaction,Zhejiang,Negative
video22,0.5,Social Interaction,Hebei,Neutral
video75,0.85,Game Plot,Guizhou,Highly Positive
video21,0.5,Game Requirement,Xinjiang,Neutral
video55,0.75,Audience Reaction,Shandong,Positive
video14,0.5,Social Interaction,Liaoning,Neutral
video81,0.65,Game Experience,Unknown,Positive
video14,0.85,Game Plot,Henan,Highly Positive
video21,0.95,Social Interaction,Shanxi,Highly Positive
video17,0.75,Social Interaction,Yunnan,Positive
video34,0.5,Audience Reaction,Shanxi,Neutral
video42,0.65,Social Interaction,Fujian,Positive
video46,0.925,Social Interaction,Hubei,Highly Positive
video22,0.85,Audience Reaction,Gansu,Highly Positive
video21,0.75,Social Interaction,Jiangsu,Positive
video14,0.456,Audience Reaction,Henan,Neutral
video86,0.35,Game Experience,Guizhou,Negative
video55,0.25,Game Plot,Jiangsu,Negative
video6,0.95,Audience Reaction,Sichuan,Highly Positive
video80,0.95,Audience Reaction,Hebei,Highly Positive
video80,0.45,Audience Feedback,Zhejiang,Neutral
video14,0.85,Game Design,Guangxi,Highly Positive
video86,0.75,Audience Reaction,Heilongjiang,Positive
video89,0.35,Game Experience,Shaanxi,Negative
video82,0.5,Social Interaction,Shandong,Neutral
video15,0.5,Information Share,Henan,Neutral
video41,0.923,Audience Reaction,Shandong,Highly Positive
video21,0.45,Social Interaction,Guangxi,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video60,0.0,Game Experience,Hubei,Highly Negative
video13,0.85,Game Plot,Tianjin,Highly Positive
video22,0.45,Social Interaction,Zhejiang,Neutral
video42,0.85,Game Design,Guangdong,Highly Positive
video17,0.5,Social Interaction,Beijing,Neutral
video50,0.5,Game Plot,Guangdong,Neutral
video6,0.5,Social Interaction,Shandong,Neutral
video50,0.925,Game Plot,Shaanxi,Highly Positive
video22,0.5,Game Plot,Henan,Neutral
video6,0.85,Social Interaction,Heilongjiang,Highly Positive
video6,0.65,Audience Reaction,Shanghai,Positive
video62,0.25,Game Plot,Gansu,Negative
video6,0.25,Game Plot,Jilin,Negative
video6,0.5,Social Interaction,Guangxi,Neutral
video67,0.75,Game Plot,Shandong,Positive
video21,0.85,Social Interaction,Jiangsu,Highly Positive
video56,0.85,Audience Reaction,Shandong,Highly Positive
video22,0.925,Game Requirement,Guangdong,Highly Positive
video21,0.95,Audience Reaction,Hebei,Highly Positive
video22,0.85,Information Share,Yunnan,Highly Positive
video82,0.85,Social Interaction,Shandong,Highly Positive
video89,0.95,Audience Reaction,Guangdong,Highly Positive
video1,0.95,Social Interaction,Guangxi,Highly Positive
video50,0.35,Game Experience,Henan,Negative
video6,0.5,Social Interaction,Shandong,Neutral
video21,0.925,Audience Anticipation,Liaoning,Highly Positive
video65,0.925,Game Design,Jilin,Highly Positive
video81,0.352,Game Experience,Zhejiang,Negative
video6,0.5,Social Interaction,Guangxi,Neutral
video22,0.85,Social Interaction,Shandong,Highly Positive
video79,0.75,Social Interaction,Liaoning,Positive
video21,0.5,Social Interaction,Guangxi,Neutral
video46,0.75,Game Plot,Guangdong,Positive
video20,0.5,Game Experience,Hebei,Neutral
video28,0.75,Information Share,Shanxi,Positive
video21,0.85,Audience Feedback,Hebei,Highly Positive
video6,0.5,Social Interaction,Jiangsu,Neutral
video14,0.45,Game Experience,Sichuan,Neutral
video20,0.75,Social Interaction,Sichuan,Positive
video59,0.25,Game Experience,Zhejiang,Negative
video6,0.75,Audience Reaction,Shandong,Positive
